area,bedrooms,bathrooms,location_score,age_of_house,floor,near_metro,parking,price
1115,5,2,1,12,4,0,1,3595000
1149,3,4,7,13,7,0,1,4237000
563,2,3,10,17,5,0,1,2619000
652,5,1,6,15,9,0,0,2536000
2577,4,2,8,8,3,0,2,8791000
1160,2,4,5,0,10,0,0,4200000
2481,4,3,8,2,5,1,0,8643000
2800,2,3,8,13,2,1,0,9280000
2090,3,1,1,18,10,1,1,6420000
1083,1,1,8,11,6,1,2,4219000
1748,5,2,8,1,1,0,1,6414000
649,5,4,4,11,5,0,1,2577000
1074,5,4,1,18,6,1,1,3562000
2687,2,4,1,10,9,0,1,8261000
2173,3,4,2,9,8,1,0,6959000
513,4,4,9,7,10,1,2,2929000
2745,2,4,2,6,9,1,0,8685000
1741,2,3,4,10,3,1,1,5843000
1234,3,1,3,17,9,1,1,4072000
830,5,2,4,17,2,1,2,3170000
2282,2,3,6,16,2,1,2,7626000
1190,4,1,6,8,10,1,0,4390000
2532,4,2,6,14,4,0,1,8256000
1323,1,4,10,2,1,0,0,5099000
1675,3,2,3,3,4,1,0,5625000
1873,4,1,1,17,0,1,2,5919000
2965,5,1,10,11,1,0,0,9955000
758,2,3,9,18,2,1,0,3154000
1867,4,3,2,20,0,1,2,6001000
680,4,2,1,8,5,1,2,2550000
1403,1,3,2,5,4,1,2,4759000
702,4,2,3,10,9,1,0,2616000
1221,1,4,4,5,0,0,2,4293000
2892,2,3,2,19,2,1,1,8916000
502,3,3,10,10,9,1,2,2856000
1274,2,4,5,17,9,1,1,4432000
1800,1,4,8,9,6,0,1,6270000
2094,1,3,6,18,3,0,0,6662000
1700,2,4,6,15,0,1,2,5930000
2116,2,3,2,10,2,0,1,6618000
2211,2,2,1,14,3,1,0,6763000
1027,4,1,4,13,3,0,0,3451000
2878,2,4,2,8,6,1,1,9124000
1303,3,3,4,17,10,0,1,4289000
1413,5,1,5,15,7,1,2,5029000
1729,1,4,6,14,2,1,1,5907000
935,4,4,10,5,1,0,1,4105000
830,4,1,8,16,1,1,2,3510000
2169,3,3,3,7,2,1,0,7057000
545,5,1,4,0,10,1,0,2465000
2454,5,3,6,6,10,1,0,8332000
2309,2,1,8,15,9,0,0,7557000
592,5,2,2,13,4,0,0,2026000
2212,3,1,9,7,2,1,2,7886000
2179,1,3,10,5,4,0,0,7577000
902,4,1,6,10,10,1,0,3486000
1671,5,4,4,1,1,1,1,5993000
2764,4,2,3,15,6,0,2,8712000
1869,1,1,8,2,5,0,0,6447000
980,1,2,9,18,8,0,1,3670000
1716,3,2,4,13,0,0,1,5578000
1082,1,1,3,19,8,1,2,3556000
962,5,1,3,15,8,1,1,3396000
775,1,2,5,18,5,0,1,2655000
2575,1,1,1,1,7,1,2,8195000
1861,1,2,9,11,7,0,1,6453000
1760,1,3,10,15,4,0,2,6280000
2349,4,4,9,11,10,0,2,8207000
2619,4,1,4,13,4,1,0,8377000
1510,2,2,9,3,1,1,0,5680000
2056,2,3,5,0,5,1,1,7088000
2526,5,1,4,13,4,0,0,7998000
2877,1,1,4,10,8,0,2,9071000
2682,1,2,9,9,3,1,2,9186000
785,2,1,2,20,7,1,2,2595000
1593,3,4,6,10,1,1,1,5679000
2932,3,2,7,0,2,0,1,9786000
581,4,1,6,6,4,1,2,2763000
1828,3,4,8,4,5,1,0,6624000
2553,3,1,5,8,10,0,2,8339000
1850,2,4,1,17,3,1,1,5760000
647,1,1,7,6,2,1,0,2751000
1955,2,1,2,0,1,1,1,6425000
2793,5,2,1,19,2,1,2,8719000
2125,1,2,5,3,7,0,0,6925000
653,2,3,6,4,3,0,2,2829000
1789,5,4,2,18,6,0,1,5657000
2593,5,4,6,6,7,1,2,8939000
717,3,1,8,5,7,1,1,3261000
1153,2,4,6,13,9,0,1,4099000
1771,5,1,4,12,7,1,2,6063000
1618,4,4,4,5,9,0,0,5474000
553,4,4,9,1,7,0,2,3019000
685,5,2,10,8,3,1,0,3355000
2529,3,4,4,4,1,1,1,8407000
960,3,3,9,12,1,0,2,3940000
2571,5,1,4,0,1,1,1,8623000
1762,4,4,4,2,10,0,2,6126000
2946,4,1,3,5,8,0,2,9428000
604,5,1,2,15,2,1,2,2302000
785,2,2,2,17,4,1,0,2525000
2989,2,2,10,7,8,1,0,10137000
2592,4,2,2,11,4,1,2,8326000
2210,4,3,2,6,1,1,2,7310000
2632,4,1,7,11,0,0,2,8766000
829,1,1,8,18,10,0,0,3007000
591,5,3,7,0,4,0,1,2893000
1809,5,1,5,13,9,1,2,6257000
1404,5,4,8,11,4,1,2,5472000
1191,5,1,7,13,10,1,2,4603000
2797,2,2,6,14,9,1,1,9101000
2272,2,4,3,0,9,1,1,7566000
2720,4,4,5,1,7,0,1,9040000
553,3,3,3,12,7,0,0,1959000
1914,4,3,5,13,9,0,1,6352000
2294,3,4,5,13,2,1,2,7702000
812,3,4,9,9,3,1,0,3576000
1219,4,3,1,0,10,1,2,4357000
2588,2,1,9,5,8,1,0,8844000
2467,5,3,7,1,5,0,0,8421000
2482,5,4,2,19,1,1,0,7786000
927,5,3,6,19,7,1,2,3651000
811,4,4,6,4,3,0,0,3273000
1467,3,2,10,9,3,0,0,5431000
969,5,4,9,15,0,1,2,4187000
2280,5,1,8,16,5,0,1,7680000
526,2,3,7,19,7,1,2,2398000
1170,5,1,1,1,8,0,0,3870000
1109,1,2,10,5,10,1,2,4647000
727,2,4,8,20,0,0,0,2801000
2068,1,1,4,10,1,0,0,6484000
2511,4,2,3,14,4,1,2,8123000
1460,1,2,2,18,5,1,2,4640000
1697,5,3,5,16,9,1,1,5841000
1744,3,2,7,12,3,1,1,6132000
1674,4,3,9,16,5,0,2,6052000
2924,3,3,1,20,0,1,1,8942000
2616,3,1,2,3,5,1,2,8478000
2970,4,1,7,13,4,1,0,9730000
736,1,3,7,20,3,1,0,2798000
2437,3,2,7,11,7,0,0,8001000
1490,1,1,2,18,7,0,1,4470000
641,1,2,1,7,0,0,0,1993000
2671,4,4,3,14,10,1,1,8583000
1226,1,3,6,16,1,0,1,4178000
1366,3,4,2,3,5,1,1,4738000
1622,3,4,10,0,10,1,2,6446000
2055,3,2,7,15,3,0,2,6935000
1915,3,4,10,3,1,0,1,7035000
942,2,4,4,10,3,1,2,3556000
2795,5,2,8,15,8,0,1,9275000
567,2,3,6,4,3,0,2,2571000
2976,1,2,3,4,3,1,1,9488000
1721,1,3,4,2,10,1,0,5813000
1373,2,1,5,15,7,0,2,4609000
1358,1,1,10,12,2,1,0,5064000
1769,5,3,6,2,2,1,2,6517000
2522,4,1,8,7,0,1,2,8766000
588,5,1,3,14,6,0,1,2144000
1036,2,1,10,13,10,0,2,4138000
1863,2,4,1,16,4,0,0,5589000
2494,1,1,5,8,8,1,0,8052000
2617,5,2,1,2,6,1,0,8371000
1219,1,3,6,19,6,0,0,4017000
1592,2,1,3,15,6,1,2,5216000
2290,4,4,7,5,2,0,0,7790000
860,2,2,2,15,3,0,1,2720000
793,2,3,4,8,2,1,0,2959000
1395,2,3,4,3,0,0,2,4875000
2520,3,4,2,15,8,1,2,8040000
2290,3,2,5,5,0,1,1,7710000
2940,1,1,1,1,1,1,0,9130000
2831,5,2,3,18,6,0,2,8903000
1075,1,3,7,12,0,0,0,3825000
2283,4,1,5,10,4,0,2,7539000
889,3,2,6,10,3,1,2,3587000
2954,2,1,2,4,3,0,0,9112000
588,4,1,3,13,10,0,2,2194000
2939,4,1,5,7,1,0,2,9567000
1243,2,3,10,7,0,0,2,4939000
2846,2,2,8,1,1,1,1,9708000
1267,3,2,9,1,8,0,0,4891000
1910,3,2,1,20,2,1,1,5870000
1554,2,2,9,15,4,1,2,5732000
1351,3,1,3,4,9,1,2,4763000
2810,2,2,7,0,1,1,0,9440000
1685,1,1,10,8,3,1,2,6285000
1151,2,3,9,17,8,0,1,4283000
586,5,2,5,17,8,0,0,2228000
1931,4,3,4,6,9,0,1,6443000
2665,2,2,5,11,0,1,0,8585000
1081,5,1,8,6,7,0,1,4283000
1183,5,1,6,0,2,1,2,4739000
955,4,3,3,14,0,1,0,3325000
578,5,3,2,19,3,1,2,2204000
973,1,1,8,6,6,1,2,3989000
2877,3,3,6,17,1,1,1,9361000
2022,5,4,4,10,2,1,2,6946000
1449,5,1,1,7,4,0,2,4747000
1541,3,1,4,11,0,1,0,5133000
2236,3,4,2,12,5,1,2,7248000
2653,4,1,3,17,7,1,2,8459000
1263,1,2,10,8,7,1,0,4889000
2673,2,3,6,0,8,1,0,8959000
2602,4,4,10,17,8,0,2,8946000
1545,3,1,8,2,8,1,1,5805000
1185,1,1,8,2,10,1,1,4625000
2801,5,1,3,0,3,0,1,9063000
1292,2,2,2,6,5,1,1,4346000
513,4,4,6,0,3,1,2,2769000
1657,5,1,8,4,4,1,2,6281000
2586,5,2,4,5,1,1,2,8678000
1775,2,2,9,2,10,1,2,6655000
2171,2,4,6,12,7,1,1,7323000
2258,2,3,2,1,8,1,0,7294000
986,5,4,5,15,2,1,2,3838000
1042,4,2,1,3,0,1,0,3576000
1244,4,2,7,10,10,1,2,4802000
617,4,3,1,5,0,1,2,2451000
809,5,4,2,2,9,1,2,3267000
1346,1,2,7,5,0,0,2,4908000
2783,2,1,7,17,5,1,1,9069000
732,5,1,8,16,2,0,1,3036000
1267,3,1,2,3,2,1,0,4271000
2539,4,1,10,10,10,0,1,8727000
1369,4,1,2,4,5,0,2,4617000
2706,5,1,9,6,3,0,1,9258000
1537,1,2,7,18,10,1,0,5211000
688,4,2,2,20,0,0,1,2204000
1026,5,2,9,20,10,1,0,4038000
1312,1,4,2,16,10,0,2,4146000
1221,2,2,3,5,6,0,1,4103000
1664,4,1,3,3,10,1,1,5692000
2406,2,3,10,13,10,1,2,8458000
1144,5,4,8,15,9,0,0,4302000
2369,1,4,3,14,6,1,1,7527000
1724,4,1,2,3,1,0,1,5622000
2909,5,3,3,17,6,1,2,9337000
2031,5,2,5,5,6,1,0,6953000
1349,4,2,3,7,6,1,2,4777000
2795,2,3,2,18,7,0,1,8495000
1623,3,3,9,5,0,1,0,6059000
2885,3,1,5,3,2,1,2,9585000
2748,1,1,9,1,5,1,0,9354000
695,5,3,4,10,6,0,2,2785000
1915,5,4,9,6,0,1,2,7205000
841,4,3,3,20,8,0,2,2873000
2108,3,4,1,17,10,1,2,6664000
2625,2,4,2,0,8,0,1,8375000
1561,5,2,5,17,7,0,0,5153000
663,2,1,4,14,10,1,0,2389000
1721,1,2,3,3,7,0,2,5673000
705,2,1,6,4,6,1,1,2995000
1119,5,3,4,0,1,0,1,4177000
1538,4,2,2,20,8,0,0,4674000
2854,2,2,4,13,4,1,2,9172000
576,1,2,5,0,8,1,1,2568000
2358,3,4,2,10,3,1,1,7574000
1856,2,3,8,6,1,0,2,6598000
1195,2,2,1,17,0,0,0,3505000
1074,2,3,4,18,8,0,2,3612000
1580,5,1,3,6,7,0,2,5360000
826,4,2,1,0,4,1,0,2988000
911,1,1,3,11,1,0,2,3053000
2042,2,3,5,15,7,1,1,6746000
1276,5,3,10,11,5,0,1,5028000
2737,1,1,8,0,9,0,0,9091000
1318,4,1,9,16,9,0,1,4844000
1638,4,4,4,13,7,0,2,5534000
683,2,2,7,17,4,0,2,2729000
2169,3,3,4,16,5,1,1,7057000
878,5,4,9,10,8,0,1,3784000
1971,1,3,9,9,6,0,0,6773000
1951,2,2,8,11,4,0,2,6753000
2869,5,1,7,0,4,1,1,9817000
2197,4,4,3,19,9,1,0,6981000
696,3,2,3,4,3,1,2,2828000
933,3,4,10,9,3,0,2,4049000
2096,2,1,1,16,9,1,1,6428000
1525,1,2,3,17,6,0,2,4805000
2739,2,2,9,2,1,0,1,9317000
869,3,4,6,20,9,0,2,3237000
1391,5,1,4,0,9,1,0,5003000
2607,4,2,10,1,10,0,1,9141000
1911,3,3,9,7,8,1,2,7043000
823,5,4,3,2,7,1,2,3409000
1460,3,1,4,12,2,1,1,4950000
1611,2,1,2,1,5,0,1,5223000
2270,5,3,6,0,9,0,0,7750000
1041,4,4,8,11,10,1,0,4173000
1396,2,1,7,20,3,0,0,4618000
2239,4,2,5,14,2,1,1,7427000
911,5,1,3,12,0,0,2,3233000
1405,4,1,4,12,10,1,0,4755000
1276,2,2,7,11,3,0,0,4468000
986,4,4,9,6,7,1,0,4208000
2414,1,4,2,3,4,0,1,7632000
1327,2,3,5,20,6,0,2,4431000
1504,1,2,5,4,3,0,2,5202000
2150,3,4,4,10,6,1,0,7070000
2099,1,2,3,8,8,0,2,6707000
925,1,2,3,12,9,1,0,3095000
2543,1,2,1,20,7,1,0,7589000
2227,4,4,7,9,4,0,2,7681000
2300,4,4,5,14,4,1,2,7750000
2390,2,3,9,4,0,1,2,8490000
825,3,3,4,13,6,1,0,3005000
1593,4,4,8,0,5,1,2,6209000
891,5,1,9,8,2,0,2,3853000
2718,5,4,4,16,5,0,2,8764000
2539,1,2,3,10,0,0,2,7987000
1200,2,2,6,17,0,1,1,4250000
1784,1,4,9,14,10,1,1,6372000
1990,1,2,9,4,3,0,2,7060000
2080,5,1,7,16,3,0,1,6980000
1958,4,1,7,7,0,0,1,6744000
742,5,2,2,17,4,0,1,2476000
932,1,1,9,15,0,1,1,3706000
920,3,2,10,7,8,1,1,4060000
2365,3,3,9,16,3,0,2,8075000
863,1,2,6,10,7,0,2,3259000
1607,5,2,1,0,1,1,2,5541000
802,4,2,1,14,3,1,0,2636000
2672,1,1,8,11,8,1,1,8906000
2017,2,4,4,14,3,1,1,6621000
948,4,4,2,18,6,1,1,3234000
2350,4,3,2,2,9,0,2,7660000
2715,1,4,7,8,4,1,0,9005000
981,2,1,3,13,8,0,1,3193000
1022,1,1,6,14,6,1,2,3776000
1542,2,2,9,8,1,0,2,5686000
2480,4,4,10,15,9,1,1,8690000
2718,5,3,8,13,1,1,1,9264000
2674,5,2,1,10,9,0,1,8312000
666,1,4,10,0,7,1,0,3318000
2765,2,1,6,11,2,1,1,9035000
1180,4,2,3,14,10,1,2,4130000
2176,3,2,4,2,5,0,2,7258000
2253,3,4,1,1,0,1,2,7419000
516,5,2,8,1,6,1,1,2868000
2114,5,1,8,2,8,0,1,7462000
587,4,2,7,4,4,0,2,2801000
2410,4,1,1,4,4,0,1,7560000
2746,1,2,10,13,1,1,0,9238000
1386,1,2,2,1,1,1,1,4678000
2853,4,2,4,17,10,0,0,8879000
2539,5,4,5,15,9,0,0,8187000
1234,2,3,1,11,8,1,2,4082000
720,2,2,10,17,5,1,2,3290000
2828,2,4,5,12,7,1,1,9194000
1428,5,2,5,7,0,0,1,5034000
789,2,1,1,13,7,0,1,2417000
963,4,4,6,18,4,0,2,3609000
2297,4,1,5,10,9,1,1,7651000
776,2,4,1,11,10,1,2,2738000
1558,1,3,1,11,3,0,0,4694000
997,2,1,2,11,0,1,0,3251000
1396,2,2,9,5,3,0,0,5148000
1689,1,4,5,18,2,0,0,5377000
2751,1,2,10,18,0,1,2,9313000
2709,5,4,2,19,4,1,0,8467000
1257,2,4,7,19,9,1,2,4621000
2417,3,1,3,10,7,1,1,7761000
2149,5,1,10,3,3,0,2,7827000
1334,3,3,5,14,10,1,2,4772000
2351,1,3,2,1,3,0,0,7373000
1696,5,1,5,17,7,1,2,5838000
1724,2,1,6,16,3,1,2,5892000
662,5,4,4,17,8,1,0,2566000
1211,4,4,6,6,4,1,2,4743000
1724,1,2,3,2,1,1,0,5692000
1340,4,2,1,2,6,0,1,4420000
2278,5,3,5,12,0,0,1,7514000
643,1,4,7,12,9,0,1,2639000
2576,4,2,6,17,2,0,1,8328000
577,4,4,3,14,4,1,2,2381000
2864,5,4,3,17,6,0,0,8922000
2261,1,2,2,15,4,1,2,7103000
1768,1,1,3,7,8,0,0,5544000
1792,3,3,7,4,3,0,0,6236000
2358,2,4,9,12,10,0,2,8114000
2851,4,4,9,8,8,0,1,9693000
2266,2,3,8,1,0,1,2,8078000
913,1,3,9,11,6,0,1,3639000
2717,5,2,10,16,2,0,2,9301000
2122,4,4,1,17,10,0,1,6526000
2233,4,1,9,17,10,0,1,7569000
2081,1,3,8,13,5,0,2,7083000
644,3,3,6,7,5,0,1,2712000
2345,4,4,8,11,3,0,2,8095000
2377,2,1,7,9,1,0,0,7781000
2361,3,2,2,11,9,1,0,7423000
1152,1,1,5,18,6,0,0,3676000
2916,5,1,3,2,7,1,0,9438000
2032,4,4,7,18,1,1,1,6986000
2124,5,1,7,2,6,1,1,7542000
2233,4,1,5,13,10,0,2,7329000
637,1,4,8,20,5,0,0,2481000
1782,1,4,6,11,10,0,2,6056000
905,4,3,3,1,6,1,2,3595000
1063,4,4,5,12,0,0,2,3929000
2020,3,3,8,17,7,0,0,6760000
2926,1,1,9,4,2,0,2,9838000
2261,2,2,2,14,5,1,0,7013000
2806,2,3,3,1,4,0,0,8888000
2492,5,2,4,14,8,1,1,8136000
1874,1,3,1,15,2,1,2,5872000
2394,3,2,9,15,5,0,2,8152000
2158,4,2,1,12,1,0,1,6674000
804,3,4,2,20,4,0,2,2642000
790,5,1,7,11,3,1,1,3360000
904,4,2,5,4,8,0,2,3552000
1142,1,4,10,14,5,1,1,4546000
1579,2,4,3,7,8,1,1,5347000
2947,1,2,5,15,10,0,1,9231000
1083,4,3,3,7,5,1,2,4009000
2091,4,1,5,5,6,0,0,6903000
2001,1,2,1,11,5,0,1,6073000
1511,5,1,2,16,6,1,1,4923000
2471,3,3,5,6,5,0,0,8033000
2518,5,2,8,17,8,0,0,8324000
1388,2,1,8,19,8,1,0,4864000
2253,1,4,3,16,10,1,1,7139000
671,3,3,10,3,3,1,1,3423000
1036,5,3,4,19,1,1,2,3778000
623,1,4,2,11,2,1,2,2329000
1642,1,2,5,1,8,1,0,5666000
1030,3,3,2,18,7,0,1,3250000
2122,3,2,7,16,7,1,1,7186000
2766,2,1,10,12,2,1,1,9418000
1057,1,3,5,0,9,0,2,3971000
1374,5,1,10,7,8,1,0,5412000
977,4,3,10,3,6,0,1,4241000
1781,5,3,8,16,0,0,1,6243000
2345,2,2,10,16,1,1,2,8185000
2242,4,3,2,0,0,1,2,7526000
2852,1,1,9,6,7,0,2,9576000
2815,5,1,4,2,2,1,2,9395000
1165,4,3,2,13,0,0,1,3805000
1394,3,3,6,9,1,1,1,5072000
1695,4,4,1,11,1,1,0,5435000
2701,4,2,6,4,8,1,2,9193000
2226,2,3,3,18,8,0,1,6888000
1840,5,3,5,5,4,0,2,6420000
1146,1,1,10,20,5,0,1,4198000
919,2,3,2,17,8,1,0,2957000
1565,3,2,1,11,6,1,1,5015000
1599,1,2,1,7,10,0,1,4947000
1523,2,1,10,0,3,0,2,5859000
995,2,3,3,11,4,0,1,3335000
2287,4,2,3,14,9,0,0,7141000
701,4,4,4,5,2,1,1,2953000
583,4,4,9,4,5,1,1,3119000
1013,2,3,2,13,0,0,2,3329000
2657,2,3,9,19,8,1,2,8991000
2930,2,2,4,5,10,1,2,9560000
2644,5,2,10,9,4,0,2,9222000
2788,3,1,9,14,8,0,0,9164000
929,4,1,6,18,8,1,2,3567000
1673,1,2,2,2,0,0,1,5369000
834,3,1,9,20,3,0,0,3182000
2524,2,3,3,8,6,0,0,7902000
1438,2,2,2,8,10,1,1,4744000
1125,3,3,8,10,4,1,2,4525000
1445,2,4,1,18,10,1,0,4445000
1973,5,3,5,1,7,0,1,6819000
2144,3,4,3,8,5,0,0,6842000
2825,5,2,1,1,4,0,0,8865000
896,1,3,9,12,6,1,2,3798000
2879,5,4,5,5,6,1,0,9557000
677,3,1,2,18,10,0,0,2051000
1814,1,1,2,16,10,1,0,5552000
2938,2,4,7,18,5,0,0,9374000
917,2,4,2,11,9,1,1,3181000
2845,5,3,6,5,9,0,1,9455000
2118,1,3,5,1,9,0,2,7134000
2119,1,2,3,2,0,0,1,6807000
2813,5,2,8,1,5,0,0,9529000
1889,4,1,10,18,0,0,0,6537000
1547,3,2,9,20,10,1,2,5661000
2507,5,3,9,9,3,0,0,8581000
2088,4,4,2,12,6,0,0,6544000
1140,1,4,9,2,2,1,0,4600000
2613,2,3,4,13,3,0,2,8329000
1767,5,1,9,3,8,1,1,6651000
2020,5,3,10,14,0,1,2,7430000
1211,4,2,7,10,6,1,1,4623000
2329,2,2,6,18,5,1,2,7697000
1115,4,1,3,14,2,1,0,3745000
1148,4,2,7,7,9,1,2,4574000
2375,1,4,3,20,3,1,1,7425000
1564,2,1,6,7,3,0,2,5442000
1546,2,3,8,3,3,0,0,5568000
2144,2,2,6,0,7,0,2,7352000
2473,4,1,10,4,4,0,1,8649000
2299,2,2,3,18,0,0,1,7077000
1980,3,2,5,16,10,0,1,6410000
1892,5,3,7,7,10,1,2,6886000
1738,5,2,3,7,5,1,0,5834000
1871,2,4,5,10,10,0,1,6213000
2453,4,4,1,8,2,0,1,7699000
2969,1,4,3,5,2,0,0,9277000
1721,1,3,10,4,8,1,0,6373000
2199,3,1,9,17,7,0,0,7337000
1109,1,2,3,7,9,1,1,3827000
1796,3,2,5,9,6,0,1,5998000
1219,1,1,2,13,7,1,0,3827000
1127,1,2,4,13,4,0,2,3791000
1735,3,2,4,10,6,0,1,5695000
1413,5,2,1,7,8,1,1,4739000
2492,5,4,9,12,1,1,0,8656000
2519,1,4,6,11,1,1,2,8417000
1215,5,4,2,18,0,0,2,4015000
2644,1,1,7,15,10,1,2,8722000
1557,2,2,10,19,5,1,2,5761000
2066,3,4,10,16,6,0,2,7308000
986,5,2,10,3,7,1,1,4438000
653,3,3,9,9,10,1,0,3069000
764,1,2,10,7,8,1,0,3412000
1405,1,1,4,8,0,0,2,4695000
712,4,4,2,7,9,1,2,2826000
2219,2,1,3,3,8,1,1,7257000
1517,1,4,8,4,4,0,2,5601000
516,1,4,1,5,10,0,1,1798000
2517,1,4,5,16,5,0,2,8061000
2381,1,1,10,7,0,1,2,8393000
1580,5,4,10,6,9,1,0,6140000
1085,5,3,10,16,9,0,1,4355000
1781,1,1,1,20,9,1,2,5433000
1774,4,4,7,2,8,0,1,6382000
2546,3,2,7,6,5,0,1,8508000
2448,5,4,2,8,9,0,2,7914000
1023,1,2,9,10,3,0,1,3959000
2064,1,1,6,15,2,0,1,6652000
942,2,1,4,0,9,0,0,3356000
1388,3,2,5,5,5,0,0,4774000
1324,3,3,6,9,1,1,0,4782000
2225,5,2,10,11,9,1,0,7915000
2534,1,3,10,3,0,0,1,8762000
1569,2,3,1,17,4,1,2,4967000
1419,1,2,2,19,10,0,0,4187000
2556,2,4,9,0,6,1,2,9098000
1305,3,4,2,17,4,1,1,4275000
2693,5,3,8,15,10,0,1,8999000
764,1,2,3,15,1,1,2,2712000
2328,2,2,3,6,10,1,0,7474000
2926,3,1,1,16,6,0,2,8898000
2749,5,4,7,2,3,0,1,9357000
2072,2,4,4,1,5,1,2,7126000
913,5,3,1,0,4,0,2,3339000
1166,2,3,9,6,5,0,0,4468000
869,3,3,1,0,1,0,0,2947000
1019,4,1,7,19,4,0,1,3687000
2580,5,4,6,8,2,1,0,8700000
816,5,3,9,10,9,1,1,3718000
1836,4,1,7,20,6,0,2,6198000
1828,4,1,8,4,5,0,2,6594000
2069,2,1,10,5,0,0,0,7237000
1481,4,1,5,6,8,1,2,5363000
2092,5,4,8,14,5,1,2,7476000
1920,5,1,6,10,10,0,0,6440000
2579,3,2,1,20,5,0,2,7807000
1353,5,1,7,15,9,0,2,4899000
1644,3,3,10,0,10,0,0,6172000
1542,4,1,10,14,9,1,0,5726000
813,2,1,2,20,7,1,1,2599000
994,2,4,1,7,3,0,2,3322000
2285,1,3,9,13,3,1,2,7945000
1645,3,4,6,2,9,0,1,5845000
1589,2,1,2,2,4,1,0,5207000
2658,3,4,1,17,1,1,2,8314000
1012,1,4,8,16,3,0,0,3686000
1294,1,4,9,16,5,0,2,4792000
2928,5,2,2,12,0,1,1,9284000
1812,1,3,9,13,7,0,0,6216000
510,4,1,1,6,2,1,0,1890000
894,2,1,10,11,0,0,1,3672000
1266,2,3,10,15,8,1,1,4918000
916,4,4,7,12,9,1,1,3758000
2071,5,2,9,15,1,0,2,7283000
1813,4,2,8,18,7,1,0,6289000
1658,2,4,8,3,10,0,1,6014000
1417,4,1,9,14,4,0,0,5101000
2125,5,3,2,0,3,1,0,7065000
2797,1,2,9,9,2,1,0,9371000
2086,2,3,9,5,10,1,2,7558000
2177,1,2,1,18,3,0,0,6381000
2940,1,3,5,2,0,1,1,9650000
1042,2,4,9,18,0,1,2,4196000
789,1,3,2,1,3,0,2,2847000
2242,5,1,8,10,3,0,2,7766000
2033,2,1,7,17,10,1,2,6899000
1871,1,4,5,8,8,0,1,6203000
2131,1,4,2,1,9,0,2,6903000
2815,4,1,1,6,4,1,1,8885000
2821,3,4,8,2,2,1,0,9643000
1756,2,2,6,11,3,0,2,5968000
849,3,3,1,4,4,0,2,2967000
1365,2,1,9,9,0,1,0,5095000
1818,5,2,9,4,3,1,0,6734000
627,3,4,4,12,7,0,1,2391000
2656,3,4,2,16,10,0,2,8278000
1417,1,2,2,8,6,0,2,4561000
1293,5,1,4,1,4,0,2,4699000
1965,4,2,5,12,4,1,2,6725000
1885,1,4,7,12,6,1,2,6595000
2818,3,4,7,8,0,0,1,9344000
791,1,2,3,9,5,1,1,2833000
1691,4,1,6,2,7,0,0,5863000
2675,5,3,9,1,4,0,2,9405000
724,4,4,3,15,4,0,0,2492000
2375,2,3,9,17,9,0,2,8035000
1668,2,1,4,12,5,0,1,5374000
546,2,2,8,18,10,0,2,2398000
2436,3,2,8,3,3,1,1,8488000
1208,5,4,7,5,0,1,1,4824000
1342,3,1,7,15,8,0,0,4606000
1244,5,2,9,19,8,0,2,4722000
2200,2,4,6,20,7,1,0,7170000
1923,5,3,2,0,4,0,0,6309000
2742,3,1,6,16,0,1,0,8836000
1189,2,1,10,11,2,0,2,4637000
1989,3,4,5,3,3,1,1,6907000
1748,5,1,8,16,5,1,2,6314000
1780,4,3,9,14,4,0,1,6330000
1814,4,2,5,17,4,1,1,6092000
585,2,4,3,7,0,1,0,2285000
588,3,2,10,2,1,1,0,3084000
2441,1,4,9,11,6,1,1,8403000
1124,2,2,1,13,3,1,1,3602000
2332,4,3,9,6,0,1,0,8216000
2790,3,3,9,14,10,0,0,9230000
528,4,4,9,17,1,1,1,2694000
2877,4,4,6,6,8,1,0,9581000
1433,2,4,10,11,9,0,0,5299000
2201,5,1,2,10,8,1,2,7193000
633,2,3,4,20,9,0,0,2089000
1379,5,2,10,6,4,1,2,5637000
2015,5,2,1,14,9,0,2,6335000
912,3,1,8,8,6,0,2,3716000
1546,4,2,5,18,0,1,1,5268000
1022,3,3,4,11,4,1,2,3796000
578,1,4,6,11,6,1,1,2514000
609,3,3,10,20,4,1,0,2817000
1989,2,1,4,7,4,0,0,6357000
587,2,1,1,15,0,0,2,1851000
760,2,1,5,15,5,0,2,2770000
1823,5,4,5,7,2,0,1,6279000
1376,5,4,6,8,2,1,2,5248000
938,5,1,2,12,7,0,2,3214000
1561,5,3,7,0,1,0,1,5803000
2841,2,1,4,10,7,0,1,8933000
2495,4,3,1,11,6,0,1,7735000
2179,5,1,3,6,3,0,1,7077000
819,3,4,3,4,0,1,1,3177000
1791,5,3,2,8,9,1,2,6063000
2235,1,4,8,5,3,0,0,7575000
1581,5,2,3,2,2,1,0,5463000
1608,4,1,6,13,3,1,2,5704000
1621,1,3,7,4,0,0,1,5703000
1961,2,1,2,8,5,1,1,6283000
2154,1,4,9,4,10,1,0,7602000
630,4,3,10,13,5,1,2,3230000
2012,4,2,7,18,2,1,2,6946000
1050,3,1,1,17,2,1,2,3400000
2143,4,3,1,16,4,1,0,6649000
2949,2,1,5,12,5,1,1,9467000
888,4,2,6,1,8,1,0,3654000
1189,5,1,10,11,4,1,2,4937000
1862,3,4,9,16,3,0,0,6436000
974,1,2,3,14,3,0,2,3212000
