area,bedrooms,bathrooms,location_score,age_of_house,floor,near_metro,parking,price
2763,5,1,10,15,2,0,0,11759267
2908,5,4,5,15,7,0,2,12438478
1887,3,1,8,13,8,0,0,8358775
1674,4,1,9,11,5,1,2,9216514
1195,4,3,5,6,2,0,1,7794740
1164,2,2,10,1,6,1,1,7954219
1563,3,3,8,0,6,1,2,9527416
771,2,1,4,18,5,0,0,4405804
972,2,2,3,12,1,0,1,5462174
1391,2,2,1,20,8,1,0,6002276
1367,4,1,10,17,3,0,1,8097700
1699,4,1,4,0,0,1,0,8345989
2960,3,1,6,7,0,0,0,10588811
791,2,2,6,17,6,1,1,5865181
1503,2,2,4,9,8,0,0,6633214
569,1,1,8,13,4,0,1,4581874
2897,4,1,6,15,3,1,1,11572543
955,1,1,8,15,5,0,0,5162470
2024,5,4,9,3,5,1,1,11377751
686,2,1,4,12,0,0,1,4581157
2282,5,3,5,13,7,1,0,10478303
764,2,1,1,14,3,0,1,4109541
2073,4,4,9,20,3,1,2,11142887
1386,2,2,6,9,3,0,0,6887699
1714,2,2,9,10,7,0,1,8219327
2804,3,2,5,12,10,1,0,11093657
1261,4,3,1,14,6,1,1,7173463
2324,5,4,4,4,7,0,2,11156457
1885,3,3,9,12,7,1,2,9936030
2972,3,1,9,13,8,1,2,11856209
623,2,2,10,7,2,0,1,6003133
1463,3,1,6,0,10,0,1,7625088
2212,5,1,6,19,7,1,1,10380357
1787,2,2,7,14,0,1,2,8589568
2397,4,3,6,8,2,1,0,10779324
613,1,1,3,5,7,0,1,4111879
1033,3,3,4,5,0,0,0,6464500
1103,3,1,2,2,7,1,1,6358563
994,2,1,7,5,0,1,0,6106048
2724,4,1,5,8,8,1,2,11418038
632,2,1,2,13,9,0,0,3993604
1233,2,1,3,13,9,0,0,5738307
1590,2,2,5,15,1,0,1,7132497
792,2,2,1,6,1,1,0,4792740
661,2,1,1,9,9,0,0,3903880
2379,3,2,5,12,9,0,0,9656757
2304,3,3,5,14,6,0,2,9732770
1410,4,1,7,10,4,0,0,7738656
2752,4,1,10,7,9,0,0,11532856
1147,3,1,9,2,2,0,1,7171784
695,2,2,1,4,6,1,1,4971794
1856,3,2,3,17,10,1,1,8569106
2908,4,3,10,20,9,1,0,12524474
502,2,2,1,13,7,1,1,4409897
588,1,1,9,0,10,0,0,5055103
1179,2,1,6,9,3,0,1,6134790
2844,3,3,4,5,2,1,0,10930705
1209,2,1,4,11,1,0,0,5657844
1857,4,1,2,19,3,1,1,8047224
636,1,1,10,16,8,1,0,5258746
1505,2,1,5,7,6,0,2,7160680
529,1,1,10,17,10,0,0,4557822
1603,3,1,3,18,0,1,1,7277527
2108,4,2,1,3,2,0,1,8820539
808,2,2,5,18,5,1,0,5247681
560,2,1,10,8,10,0,0,5502334
1900,5,1,10,4,2,1,1,10238256
1438,2,2,6,7,6,0,1,7384986
1622,3,2,3,16,10,1,1,7787016
1081,4,1,10,13,1,1,0,7365768
2839,5,2,9,8,5,0,1,12185187
1180,4,1,2,11,3,1,1,6528024
885,2,1,3,3,9,0,1,5194980
702,2,2,10,14,10,0,1,6124414
1019,3,3,5,4,2,0,0,6613738
1541,4,3,9,3,9,0,2,9875144
530,2,2,8,1,6,1,1,6034816
1312,2,1,3,18,9,1,1,6137045
734,1,1,8,17,10,1,1,5316097
2628,4,3,9,16,3,0,1,11667416
2457,3,2,3,0,8,1,1,10177762
2894,3,2,5,6,10,1,2,11671152
2898,4,2,9,5,2,0,1,11851684
935,1,1,7,5,4,1,0,5593636
1272,4,3,3,20,0,0,0,6892286
1506,3,1,5,18,9,0,2,7257673
555,2,2,3,14,0,0,1,4250321
1574,3,1,10,11,6,0,0,7927079
1667,4,1,1,7,9,0,0,7417788
845,1,1,6,6,8,0,0,4824644
2399,3,1,10,7,6,0,2,10440520
587,1,1,8,1,5,1,1,5272368
2212,3,2,7,4,6,1,0,10022308
1949,3,1,10,10,3,1,0,9163008
2235,3,2,7,4,3,0,0,9779626
1311,3,1,1,20,9,1,1,6368368
2282,4,2,4,3,6,1,1,10477199
1678,2,1,8,5,7,1,2,8736299
2643,4,4,7,1,6,0,1,12040729
1237,4,1,5,13,1,1,1,7399037
909,2,1,2,15,9,0,0,4545634
1248,2,1,5,17,3,1,1,6271155
1594,2,2,3,7,4,1,1,7494402
1304,4,4,10,8,7,0,0,8841794
1701,4,3,4,12,2,1,2,9133266
1650,4,4,3,6,8,1,2,9496865
758,1,1,10,10,3,1,1,5788901
1597,2,1,7,8,3,1,2,8059254
633,1,1,9,2,4,1,0,5237558
2181,5,1,5,7,7,1,1,10136448
709,2,2,2,17,7,1,1,4851779
2196,4,2,7,7,6,0,1,10236197
856,2,1,1,4,7,1,0,4878075
950,1,1,6,1,7,1,0,5551111
1467,3,2,7,1,5,0,0,7911413
2319,4,4,10,16,3,0,0,10983387
2302,5,2,1,12,7,0,2,10144788
1249,4,2,7,13,7,1,0,7902509
2596,4,4,6,6,8,1,2,12270105
691,2,2,4,18,6,0,1,4871792
1192,4,4,7,0,5,1,0,8743580
1739,4,2,3,3,7,0,1,8526193
2797,4,1,9,12,10,1,0,11678322
1343,2,1,2,12,2,0,1,5694040
2876,5,2,9,19,1,0,1,11941124
1130,3,3,6,6,3,1,0,7301467
524,2,2,10,8,2,1,1,5904791
1344,4,2,2,7,5,1,2,7976178
2963,5,1,2,9,5,1,1,11248600
2058,5,2,2,19,5,1,0,8921382
1558,4,2,5,7,8,1,2,9041828
722,1,1,8,17,1,1,1,5123311
522,2,2,5,7,10,0,1,5073131
2661,5,1,2,12,10,1,2,11329983
1081,4,1,6,0,3,1,0,7060610
722,1,1,5,1,7,0,0,4426526
2709,3,3,2,14,2,1,0,10176177
2960,4,2,5,9,8,1,0,11823133
578,2,1,9,16,10,1,0,5445479
2412,5,3,2,2,6,0,1,10881507
960,2,1,3,15,6,1,0,5043796
635,1,1,4,19,1,1,0,3920401
1217,3,1,5,8,4,0,1,6721127
2062,5,2,5,10,8,1,0,9789437
544,2,1,5,5,10,1,0,4858106
576,1,1,4,14,5,0,0,3569841
1590,4,4,7,1,3,1,2,10106209
503,1,1,4,12,5,0,1,3666280
1953,3,3,7,8,8,0,2,9713097
2300,4,3,1,7,6,1,2,10248918
986,2,2,8,7,8,1,1,7083568
2138,4,2,4,4,3,1,0,9519298
2398,5,4,5,18,1,0,1,10974727
2822,4,2,3,1,4,0,2,11301590
1255,2,2,10,19,2,0,1,7107365
797,2,2,3,6,5,1,0,5301019
2970,5,2,4,10,8,1,1,12282280
2400,5,4,8,19,2,1,1,11536682
997,1,1,9,5,0,1,0,5866741
1319,4,2,10,2,2,0,1,8404451
518,1,1,5,1,10,1,1,4634876
775,2,1,1,9,9,0,0,4197711
568,1,1,6,4,10,1,0,4583655
2712,4,3,7,9,2,0,1,11779634
1849,5,2,1,16,2,0,1,8506356
626,2,2,7,19,1,1,1,5310946
2828,5,1,6,12,8,0,0,11082468
1992,3,3,1,14,9,1,1,8512303
2655,4,3,8,4,10,1,0,11897658
1758,3,2,2,5,5,0,0,7588171
2474,5,3,7,3,0,0,1,11516950
1304,4,2,2,15,5,0,0,6612725
2857,5,2,1,4,5,0,2,11239640
2483,3,1,8,1,3,1,2,10776120
1703,3,2,8,9,8,0,1,8699321
605,2,2,3,7,5,0,0,4484605
2426,4,3,2,19,1,1,2,10042880
2782,4,1,8,7,10,0,2,11846684
821,2,2,7,6,4,0,0,5696970
1950,5,1,6,11,8,0,2,9850168
890,2,2,5,8,9,1,1,6083642
979,2,1,8,15,0,0,1,5721301
1506,2,2,6,9,1,1,0,7525975
1518,4,2,3,2,8,0,2,8113410
2067,4,2,1,7,8,1,2,9441544
1641,4,1,8,17,8,0,0,8208726
1144,4,3,2,12,4,1,0,7083218
1469,3,3,7,4,3,0,0,8052616
2418,4,3,1,16,8,0,1,9727060
2570,5,4,1,19,2,0,2,10990231
2955,5,1,9,20,4,0,0,11619942
1094,3,2,2,3,5,1,1,6605645
1904,3,2,4,5,10,0,0,8403913
2151,3,2,8,5,2,0,1,9594082
2426,5,1,8,15,4,1,2,11261294
2467,5,1,9,4,10,0,0,11209210
760,2,2,2,19,9,1,0,4802317
2225,4,4,7,4,6,0,0,10557727
2860,4,1,6,7,0,0,2,11303269
2689,4,1,3,11,7,1,0,10196764
2090,5,4,1,10,0,1,0,9522588
2121,3,2,1,11,0,0,2,8458448
859,2,2,1,19,8,0,0,4546905
2902,3,3,2,5,0,0,2,10691830
1994,3,1,10,8,5,0,2,9515706
2384,4,4,10,11,3,0,2,11909828
1264,3,1,1,19,8,1,0,5829641
2398,4,4,5,10,4,1,2,11406602
1061,2,2,5,17,9,1,1,6481492
1422,4,1,2,17,0,0,2,6964483
2094,4,3,9,6,4,1,1,10840108
2163,3,1,10,11,2,0,1,9722520
714,2,2,7,0,3,1,0,5990281
1071,3,3,7,0,7,0,1,7486228
1131,3,2,1,4,3,1,0,6128057
1995,3,1,6,6,10,0,0,8592672
869,2,2,2,10,6,0,1,5102366
2843,3,2,3,5,4,1,0,10483515
2919,4,3,8,18,4,0,2,12218984
1582,4,3,4,3,10,1,2,9444643
2415,5,1,6,14,1,0,2,10830196
2857,5,4,7,9,6,0,1,12633557
1004,4,2,4,10,9,1,1,7149785
2791,4,4,9,0,5,1,0,12967388
1494,4,4,8,2,8,1,0,9694935
910,1,1,1,19,5,1,1,4307682
1276,2,2,4,4,3,1,1,6774795
1262,4,2,6,7,2,1,1,7934326
2931,5,2,5,5,7,1,0,12258694
1153,2,2,3,1,2,0,0,5692721
884,2,1,2,13,9,0,0,4641423
1217,4,3,5,4,3,1,1,8160502
2976,5,2,10,0,10,1,1,13860595
844,2,2,6,4,6,0,1,5853515
2828,5,1,4,17,3,0,0,10441544
2111,4,2,4,4,2,1,2,10098600
1116,2,2,8,14,7,0,0,6584907
2196,5,1,7,12,4,1,0,10448058
2314,3,1,9,11,0,0,1,9944388
1872,5,3,3,19,8,1,0,9318056
847,1,1,5,1,2,1,1,5180016
2279,4,3,9,5,6,1,1,11207836
2831,3,2,3,0,0,0,2,10733087
2582,5,3,7,8,6,0,1,11850294
1594,3,3,8,20,9,0,0,8249960
1391,4,4,10,17,4,0,1,9108146
2572,4,1,10,19,5,1,0,11275861
2946,5,2,3,13,6,1,0,11418725
1411,4,3,7,3,2,0,0,8412353
2899,5,1,2,10,9,1,2,11945619
1433,3,1,1,2,2,1,1,6952081
1169,2,1,10,16,4,1,1,6989291
1161,3,2,8,16,7,0,0,7093553
1027,2,2,9,20,8,1,0,6578348
2739,4,1,7,16,0,1,2,11142857
1318,4,3,10,20,5,1,1,8873774
2855,5,3,7,0,10,1,2,13314152
2317,5,3,10,12,3,0,0,11486865
2321,3,1,7,3,0,0,2,10093630
2208,3,2,7,4,0,0,1,9573548
1805,5,4,9,13,4,1,1,10866184
2641,4,3,6,11,7,1,0,11647606
1205,3,2,7,8,0,0,0,6862802
2328,4,4,9,4,4,0,1,11211610
2067,4,3,6,3,2,0,1,10145969
1565,2,2,5,0,2,0,0,7216550
2688,4,1,9,7,5,1,0,11603227
2353,3,1,7,6,0,1,1,9834017
1369,4,4,1,5,0,1,2,8005702
2690,3,1,10,8,1,0,1,11073225
549,2,1,10,15,9,1,1,5662321
1617,3,1,9,8,1,0,1,8180246
1607,4,1,5,10,0,1,0,7898691
2046,5,4,5,16,0,1,1,10533737
1412,4,3,1,10,9,0,0,7300975
2270,3,1,10,8,4,0,2,10489497
681,1,1,6,16,9,0,1,4544072
3000,3,2,4,9,2,0,0,10479159
2302,5,4,8,9,8,1,1,11907415
1996,3,3,5,2,8,1,2,9824746
2640,5,2,4,0,8,0,2,11501547
2629,4,3,2,18,6,0,0,10143461
1400,2,2,1,20,5,1,2,6554972
1646,2,2,7,15,4,0,0,7565261
2316,3,3,1,12,6,0,2,9204692
854,2,1,9,2,7,0,1,6331693
2062,4,3,10,9,6,0,1,10851070
1464,2,2,3,7,10,1,0,6961262
2558,5,1,3,5,3,1,2,11209816
731,1,1,6,8,8,1,0,4976613
2761,4,4,8,18,5,1,0,12168252
2323,4,4,6,10,3,0,2,11002592
662,2,1,8,16,1,1,0,5157072
2967,3,3,10,9,5,1,0,12361794
2752,3,3,5,17,8,1,1,10965838
593,1,1,8,12,1,0,0,4358519
945,1,1,10,0,10,1,0,6433140
2739,3,1,10,20,8,1,2,11738024
902,1,1,8,0,6,1,0,5964014
692,2,1,4,15,2,0,1,4517803
1446,2,2,9,13,10,1,2,8533594
689,1,1,1,13,7,1,1,4035825
2194,5,2,4,10,5,1,0,10211693
2311,3,3,2,5,10,0,0,9199216
1893,5,1,6,14,10,0,1,9149313
883,2,1,9,8,4,1,0,6130768
2585,5,2,2,2,4,0,1,10921725
710,1,1,4,20,5,0,0,3780119
2318,3,2,7,17,9,0,2,9840245
2293,4,4,9,1,2,0,2,11923984
1593,3,2,9,9,4,1,1,8901236
1701,2,1,7,13,4,0,0,7292524
1051,4,3,8,6,7,0,0,7631693
2540,4,4,3,19,10,0,2,10877821
927,2,1,1,4,9,0,1,4994542
1746,4,2,4,7,2,1,0,8482445
2027,3,3,6,20,4,0,2,9263598
2093,3,2,4,9,4,1,1,9264016
2092,3,3,2,11,10,1,2,9353411
837,2,2,10,3,6,0,1,6468930
553,1,1,2,16,10,0,1,3548615
794,2,1,4,9,4,1,1,5353354
739,2,1,8,14,4,0,0,5187221
1013,4,4,5,20,3,0,0,7013904
2239,5,3,1,18,10,1,2,10518827
977,1,1,7,14,7,0,1,5562815
2195,4,1,1,4,5,1,0,8823904
631,1,1,3,7,4,0,0,3803921
1355,4,4,7,17,3,1,1,8699827
566,1,1,8,19,1,1,0,4478574
1630,3,1,5,9,0,0,0,7144842
1935,3,2,5,12,5,1,1,8758509
2043,3,1,9,12,3,1,0,9242230
772,2,2,10,20,5,1,0,6170498
2490,5,4,7,8,1,1,2,12079776
1386,4,3,1,5,5,1,0,7642772
1353,3,2,5,17,6,1,0,7057649
2695,3,3,1,9,7,0,0,9634350
1979,4,4,2,11,10,1,1,9723464
1310,2,2,2,3,4,1,2,6884867
2915,4,2,2,4,0,1,0,11051764
1669,2,2,8,20,6,1,0,7951095
712,2,1,1,3,8,1,0,4469278
1344,4,1,6,2,1,1,0,7704755
2690,4,2,2,0,7,0,2,10867099
685,2,2,7,9,2,1,1,5927786
2165,5,1,3,13,9,0,0,9380971
795,2,2,3,6,0,1,0,5032890
1299,2,1,9,13,5,1,2,7405068
1837,3,1,5,3,1,1,0,8063607
2174,4,1,2,10,1,1,1,9160568
2819,3,1,2,12,6,0,0,9793472
2627,3,1,3,4,4,0,0,9727998
1450,4,2,3,5,0,1,1,7752827
612,1,1,2,3,3,1,1,4118015
2858,3,1,4,20,2,1,0,10137821
978,1,1,4,19,4,1,1,5087396
1865,3,1,5,5,8,1,1,8819557
1720,4,4,7,0,2,1,2,10294172
2258,3,2,3,1,9,1,0,9429530
2358,5,4,4,8,10,1,0,11297602
1450,3,2,2,10,2,1,1,7143599
1861,5,1,5,15,6,0,1,9069947
2592,3,3,7,13,4,0,1,10741136
2013,3,1,7,18,5,0,1,8830059
1609,3,2,6,7,5,0,2,8375200
2170,3,3,10,17,5,0,0,9853260
2090,4,2,5,3,5,1,0,9549203
2374,5,4,4,20,8,0,1,10693984
1673,3,3,6,16,6,0,2,8628614
2191,3,2,9,4,4,1,2,10752569
2992,5,1,7,3,5,0,2,12820673
841,1,1,9,20,3,1,0,5188330
594,2,1,8,4,6,0,1,5416877
516,1,1,9,19,6,1,0,4646357
1073,3,3,5,18,3,0,0,6502354
1669,3,1,10,9,7,1,0,8678251
1638,2,1,7,9,5,1,0,7800580
1283,4,1,8,4,9,1,0,7978952
2845,4,1,2,5,10,1,2,11494478
1696,4,4,2,19,6,1,2,8742967
2755,3,1,6,7,9,0,0,10186696
2095,3,1,6,18,0,0,1,8676130
1511,4,3,10,1,1,0,0,9003935
1613,2,2,7,15,10,0,2,7915583
911,2,1,10,17,4,0,0,5994750
2278,4,2,1,2,4,0,0,9051922
1658,4,1,1,1,4,0,0,7206043
2801,4,4,2,12,8,0,2,11749260
2966,3,1,5,4,1,0,1,10844454
1848,4,3,3,1,3,1,0,8882211
751,2,1,8,18,1,0,1,5151191
1826,4,1,2,15,1,0,0,7598301
900,2,1,3,9,7,0,0,4964132
2633,5,1,5,2,1,0,2,11221362
1725,3,1,8,2,9,0,1,8644804
2589,4,4,7,9,6,0,2,11643820
2769,3,1,8,9,9,0,2,11508553
1000,4,3,3,7,10,0,0,6664084
696,1,1,2,10,3,1,0,3937792
2274,5,2,7,2,6,1,1,11175846
1823,3,3,8,9,1,0,0,8924152
1659,3,3,2,14,9,1,2,8327291
1970,4,4,10,9,8,0,0,10256508
934,2,2,8,11,10,1,0,6462883
2567,4,2,3,14,10,0,1,10074519
2155,3,3,6,12,5,0,1,9520870
532,2,1,1,2,4,1,0,4125528
520,2,2,3,8,0,1,0,4521644
514,2,2,9,19,0,1,0,5224904
2696,3,1,8,13,2,0,2,10904101
998,2,1,3,7,2,0,0,4928782
1134,3,1,9,8,7,1,0,7326114
1966,5,3,1,0,4,0,0,9251909
2770,4,4,10,3,3,1,0,12928879
1508,3,3,1,10,3,1,1,7634015
1174,4,2,1,13,4,0,1,6569196
2779,3,3,8,16,3,0,0,11269986
570,1,1,5,3,9,1,1,4706633
816,2,1,9,3,10,1,1,6543417
2179,4,3,3,17,0,0,0,9108617
2775,5,2,1,12,3,1,1,11331300
2790,5,1,4,14,8,0,2,11115656
1408,4,4,5,7,6,0,1,8637852
2763,4,3,8,11,9,1,2,12739752
2731,4,2,10,0,6,1,2,12842171
1720,3,1,9,19,8,1,0,8421003
698,2,2,7,14,3,0,1,5479490
2020,4,1,2,12,5,0,1,8347111
1412,3,3,9,2,4,0,0,8249689
583,2,1,8,12,9,0,1,5160953
1734,3,2,3,10,0,1,2,8121302
1076,3,1,4,9,8,0,0,5860393
2361,5,2,5,3,5,1,0,11055602
2131,5,1,6,17,5,1,1,9934810
2895,3,2,3,15,9,1,0,10458299
1173,3,2,1,7,3,0,0,5880441
1884,5,3,6,5,3,0,1,10021279
1070,4,4,4,1,4,0,0,7401692
2106,3,3,10,19,1,1,0,9803917
1710,2,1,3,0,4,0,1,7181055
1224,2,2,4,18,2,1,1,6390698
2444,3,2,4,4,5,0,0,9379480
1444,4,2,9,1,4,1,0,8770235
684,2,1,10,1,1,0,0,5560262
1424,3,3,8,2,9,0,0,8099611
588,1,1,7,3,6,0,0,4573014
2042,5,3,8,2,8,1,1,11504861
1766,2,2,10,19,2,0,0,8026447
1909,5,2,3,7,1,1,2,9733268
2406,5,1,5,10,6,1,1,10849830
1503,3,1,2,19,4,1,0,6650764
927,1,1,8,13,6,1,1,5710862
1224,4,4,7,2,2,0,2,8549794
854,2,2,9,1,6,0,0,6186296
1507,2,1,7,15,10,1,0,7260320
2457,5,4,4,10,3,0,0,10727564
2491,3,3,6,18,2,0,0,9848232
2616,5,3,9,11,6,0,1,11920065
1671,2,2,4,0,0,0,2,7631777
1878,3,3,9,18,2,0,2,9570688
1348,2,2,7,11,9,1,1,7587681
1019,3,3,5,3,7,0,1,6915295
2835,3,2,4,16,2,0,0,9920691
1625,4,1,7,11,2,1,1,8545558
2265,4,2,6,2,2,1,0,10519274
1794,3,1,4,15,5,1,1,8198291
2080,5,4,7,8,8,1,2,11432729
2244,3,1,5,18,4,1,0,8721897
2166,5,2,6,0,6,0,2,10734644
2069,5,3,2,4,10,0,1,10006903
2332,4,4,3,19,3,1,2,10333662
2305,5,2,5,8,2,0,0,10170262
1733,3,3,6,0,2,0,0,8450695
2521,4,1,5,11,7,1,0,10235292
2628,4,1,8,0,3,0,2,11485572
1048,2,2,8,17,10,0,0,6183821
1139,4,1,10,8,5,0,1,7804008
2323,3,2,4,13,10,0,2,9496439
2630,4,2,1,3,1,0,0,9609270
700,2,2,3,12,4,0,0,4631384
1370,3,2,10,12,0,0,2,8254582
2160,4,1,4,12,0,1,2,9638638
2984,4,4,10,4,0,1,1,13313477
712,1,1,3,8,9,1,0,4463046
1381,3,1,1,2,1,1,1,6682949
2446,4,1,9,1,3,0,1,10757146
779,1,1,1,8,3,0,1,3906090
2584,4,1,4,10,3,0,1,10104198
1389,3,2,8,10,5,0,0,7424616
549,1,1,9,10,6,1,1,5086440
2346,5,3,1,2,9,0,0,10332319
920,2,1,8,3,6,0,0,5883261
2094,4,4,2,2,9,1,1,10129377
2872,5,2,4,5,6,0,1,11954823
1814,3,2,9,6,5,0,1,9082976
2708,3,3,6,13,5,1,2,11278286
2013,3,2,4,7,9,0,1,8651238
2139,5,2,2,14,7,1,2,9789833
1852,5,3,7,13,8,1,2,10775000
517,1,1,3,16,5,0,0,3321070
2392,3,2,7,13,9,0,1,10008204
2019,5,1,3,10,2,1,1,9301278
1477,2,2,4,0,8,1,0,7455976
532,2,1,9,5,7,1,1,5734123
974,1,1,3,10,2,1,1,4951789
2968,3,1,8,2,2,0,0,11396692
1641,2,1,5,9,7,0,2,7662247
1928,5,4,8,15,1,1,0,10610727
2886,5,4,2,12,5,1,1,12326722
2149,4,4,5,1,9,1,2,11304590
1297,3,2,1,0,9,1,0,6702401
1653,2,2,6,6,7,0,2,7943973
861,1,1,4,19,0,1,0,4380928
1665,3,3,4,13,0,0,1,7888176
2903,3,1,6,1,1,0,0,10642091
1120,3,1,1,16,0,0,1,5327378
2842,5,2,5,14,5,1,2,12451005
1332,2,2,5,16,8,0,1,6644141
865,1,1,5,18,6,1,0,4851986
2074,3,3,9,13,10,1,1,10465319
1483,2,1,4,2,7,0,2,7071403
1994,3,3,3,9,6,1,1,9263642
2925,3,3,8,4,4,0,0,11891999
1078,2,2,1,2,4,1,0,5616091
2913,3,3,6,8,3,0,1,11662196
2141,5,2,1,20,3,0,1,9172638
1389,3,3,4,0,1,0,0,7410087
2913,3,3,10,18,3,0,2,12131750
966,1,1,9,1,2,0,1,6022741
1641,2,2,9,19,2,0,2,8230836
702,2,1,8,13,6,0,0,5219403
2113,3,3,1,16,1,0,0,8197051
2257,5,1,6,18,4,1,2,10800657
2375,3,2,4,2,1,0,1,9681777
1368,4,2,1,19,6,1,0,6924246
2563,4,2,2,17,9,0,2,10113390
2229,5,2,8,13,5,0,2,10722912
2489,4,4,2,16,7,1,1,10906566
1013,4,2,7,7,6,1,0,7263346
2124,5,2,8,12,2,0,0,10099642
2281,4,1,10,6,7,1,0,10991047
1830,3,1,9,20,9,0,1,8546931
2890,3,2,10,17,1,0,1,11444519
2452,4,4,3,13,5,1,1,10714596
2748,3,3,6,17,0,1,0,11080374
1691,2,2,2,12,5,1,2,7624803
2841,3,1,10,11,6,1,0,11513158
2307,3,3,2,9,8,1,0,9261566
1978,3,1,10,5,4,1,2,10124429
1241,4,4,9,15,5,1,0,8753399
568,1,1,1,3,1,0,1,3516538
761,2,1,8,8,2,0,1,5611367
2960,4,2,3,5,3,0,1,11302878
987,1,1,3,1,0,1,0,4864143
1057,3,1,7,20,6,0,1,6410823
2851,4,3,4,15,10,1,0,11600715
1837,4,1,5,9,6,1,1,9013440
2531,4,1,7,17,7,0,1,10510540
1536,3,1,5,10,1,1,1,7670508
2748,5,4,6,16,3,1,2,12459372
1715,4,2,6,20,8,1,2,8990528
2205,4,2,7,12,4,1,0,9927366
2387,4,3,9,15,0,1,0,10835882
2173,5,2,5,9,3,1,2,10766790
2693,3,2,1,9,5,0,1,9984113
630,1,1,7,14,2,0,0,4213110
1648,2,1,10,1,7,1,0,8630509
2507,3,3,6,8,10,1,2,11319277
519,1,1,2,13,2,1,1,3608818
657,1,1,5,10,0,0,0,3939349
1906,3,1,3,14,9,1,2,8568633
1452,2,2,10,10,3,0,2,8200987
911,1,1,4,11,9,0,1,4976294
1183,3,2,3,14,4,0,1,6436952
2057,3,3,6,3,0,1,1,9656402
1288,4,3,6,9,5,0,1,8074108
2266,3,3,2,18,3,1,0,8833184
1746,3,2,6,7,7,0,1,8316117
1263,4,1,7,14,3,0,1,7274189
891,1,1,6,15,5,1,0,5134555
1554,2,1,7,0,8,1,2,8082442
2310,4,2,1,18,9,0,1,9181488
843,2,1,1,7,9,1,0,4787789
2523,3,2,6,1,5,0,0,10396226
2215,4,2,2,5,3,1,0,9529665
2675,5,1,5,16,5,0,2,10979475
1123,2,1,6,19,3,1,1,6133909
1092,4,2,4,3,3,1,0,7080654
2019,4,4,8,5,9,0,0,10498977
1699,4,1,5,20,4,0,0,7685790
1331,4,3,4,13,9,1,0,8027724
846,1,1,10,15,7,0,0,5332163
2171,3,3,10,3,10,1,2,11074650
1891,3,2,4,5,8,0,1,8380335
841,1,1,4,19,2,0,0,4082437
1508,3,3,2,10,7,0,2,7639087
2482,3,1,6,4,9,1,1,10152015
1696,3,3,10,2,5,0,0,9082433
1801,3,1,3,0,2,1,2,8541495
1499,4,4,9,19,0,0,2,9445998
1918,3,1,10,10,8,1,1,9728633
693,1,1,5,0,9,0,1,4766196
2381,5,3,5,20,1,0,0,10437982
2718,5,1,1,2,3,0,1,10355813
698,2,1,4,7,4,1,0,4772930
1771,2,1,1,3,3,0,1,6982262
1211,2,1,2,12,8,0,2,5948451
2183,3,2,1,7,8,0,2,9089166
2461,3,3,7,19,0,1,2,10796947
1754,4,4,7,15,2,0,0,8926563
1030,2,2,2,1,7,0,1,5621413
1488,3,3,6,0,10,1,0,8365310
2379,3,3,6,2,1,0,2,10390965
1744,3,2,6,13,9,1,0,8515054
1909,4,4,2,19,2,1,1,9115924
1467,3,2,2,16,8,1,0,7101727
1485,4,3,7,3,2,1,1,9291747
2304,5,2,1,11,5,1,0,9739479
1301,4,4,5,1,2,0,0,8122800
1682,4,4,2,9,4,1,1,8728037
2237,3,3,4,0,4,0,0,9582994
2204,3,3,5,5,10,0,1,9660300
2594,3,1,10,12,8,1,0,11137106
2202,4,4,1,8,6,1,1,10034152
2815,4,4,1,6,6,0,0,10678079
2717,3,2,10,20,3,1,2,11536161
822,2,1,3,19,1,0,1,4610962
2070,4,2,5,2,0,1,0,9509215
1094,4,1,2,17,7,0,0,5839557
1650,3,1,9,6,0,0,2,8414498
2889,4,1,8,10,10,1,2,12393118
2632,5,3,10,15,4,1,2,12906180
1793,2,1,2,15,1,0,1,6778851
2176,4,4,6,16,1,0,0,9893979
2517,3,3,6,13,3,0,1,10215299
885,1,1,6,11,7,0,1,5002777
2944,4,4,4,15,8,0,0,11653535
1365,4,1,7,16,2,0,0,7382033
553,2,1,7,15,5,0,0,4449841
1408,4,2,7,3,3,0,1,8336415
2658,4,3,10,1,0,1,2,12769024
730,1,1,3,19,5,1,1,4295409
1863,5,2,6,13,3,0,0,9142886
1640,4,2,10,20,2,0,1,9059851
1900,3,2,5,2,9,0,1,8860467
773,2,2,7,5,1,0,0,5489228
652,1,1,4,18,9,1,1,4356488
1351,4,3,6,7,1,1,1,8352782
715,1,1,8,19,6,1,0,4968133
2255,5,3,6,18,8,1,0,10811628
631,1,1,8,15,10,0,1,4865825
880,2,2,9,2,1,0,0,6350689
2427,3,2,8,0,7,0,0,10378799
1427,4,3,1,5,4,0,2,7652076
1199,4,3,2,19,8,0,0,6633217
1506,2,1,7,10,4,0,0,7059965
909,2,2,5,5,4,1,0,5956629
626,1,1,4,11,0,1,1,4278353
872,1,1,2,10,6,1,0,4477888
2859,4,1,5,15,5,0,2,11133351
766,1,1,1,10,4,0,1,3933925
882,1,1,7,2,10,0,0,5364887
1803,4,3,10,8,2,0,0,9742121
1214,2,2,7,12,6,1,2,7253141
1187,4,3,4,7,8,1,0,7670049
880,1,1,10,0,9,0,1,6022489
1109,3,1,7,13,10,0,0,6421941
1283,2,2,9,17,9,0,0,6914284
2435,4,1,9,12,6,1,2,11003398
2280,4,3,3,9,3,0,1,10029716
1047,4,3,6,0,7,1,0,7755268
